gbm133a,ModuleColor,K.WholeNetwork,K.Intra,K.Out,Gene.Symbol,LocusLink,Set55Coxpvalue,HazardRatio55,HRlowerCI55,HRupperCI55,HRSD55,Set65Coxpvalue,Set65HazardRatio,Set65HRlower95,Set65HRupper95,Set65HRsd,Set55_ORI_10219_10218,Set55_ORI_10735_10730,Set55_ORI_14605_14585,Set55_ORI_14607_14586,Set55_ORI_14609_14587,Set55_ORI_14617_14591,Set55_ORI_14623_14594,Set55_ORI_14629_14597,Set55_ORI_14631_14598,Set55_ORI_14633_14599,Set55_ORI_14635_14600,Set55_ORI_14639_14602,Set55_ORI_15426_15407,Set55_ORI_15428_15408,Set55_ORI_15430_15409,Set55_ORI_15432_15410,Set55_ORI_15434_15411,Set55_ORI_15438_15414,Set55_ORI_15440_15415,Set55_ORI_15442_15417,Set55_ORI_15444_15418,Set55_ORI_15446_15419,Set55_ORI_15448_15420,Set55_ORI_15450_15421,Set55_ORI_15452_15422,Set55_ORI_15454_15424,Set55_ORI_15456_15425,Set55_ORI_15479_15471,Set55_ORI_15662_15649,Set55_ORI_4368_4367,Set55_ORI_4378_4377,Set55_ORI_4388_4387,Set55_ORI_4770_4761,Set55_ORI_4772_4762,Set55_ORI_4774_4763,Set55_ORI_4776_4764,Set55_ORI_4778_4765,Set55_ORI_4780_4766,Set55_ORI_4782_4767,Set55_ORI_4784_4768,Set55_ORI_4786_4769,Set55_ORI_6922_6907,Set55_ORI_6924_6908,Set55_ORI_6926_6909,Set55_ORI_6928_6910,Set55_ORI_6930_6911,Set55_ORI_6932_6912,Set55_ORI_6934_6913,Set55_ORI_6936_6914,Set55_ORI_6938_6915,Set55_ORI_6940_6916,Set55_ORI_6944_6918,Set55_ORI_6946_6919,Set55_ORI_6948_6920,Set55_ORI_6950_6921,Set65_21484_21474,Set65_21486_21475,Set65_21488_21476,Set65_21490_21477,Set65_21492_21478,Set65_21494_21479,Set65_21496_21480,Set65_22566_22553,Set65_22567_22554,Set65_22568_22555,Set65_22569_22556,Set65_24016_24007,Set65_24017_24008,Set65_24018_24009,Set65_24019_24010,Set65_24022_24013,Set65_24024_24015,Set65_25733_25718,Set65_25734_25719,Set65_25735_25720,Set65_25736_25721,Set65_25737_25722,Set65_25738_25723,Set65_25739_25724,Set65_25741_25726,Set65_25742_25727,Set65_25743_25728,Set65_25744_25729,Set65_25746_25731,Set65_26327_26321,Set65_26328_26322,Set65_26329_26323,Set65_26330_26324,Set65_26331_26325,Set65_26332_26326,Set65_26340_26336,Set65_26341_26337,Set65_26342_26338,Set65_26343_26339,Set65_26490_26484,Set65_26491_26485,Set65_26493_26487,Set65_26495_26489,Set65_34086_34071,Set65_34088_34072,Set65_34092_34074,Set65_34098_34077,Set65_34100_34078,Set65_34102_34079,Set65_34106_34081,Set65_34108_34082,Set65_34110_34083,Set65_34705_34696,Set65_34711_34699,Set65_34715_34701,Set65_34717_34702,Set65_35449_35438,Set65_35455_35441,Set65_35457_35442,Set65_35459_35443,Set65_35461_35444,Set65_35463_35445,Set65_35465_35446,Set65_35467_35447,Set65_35469_35448
205474_at,blue,21.19414377,14.36888437,6.825259406,CRLF3,51379,0.767,0.783,0.448,1.37,0.285,0.489,0.919,0.552,1.53,0.26,253.017,350.437,314.604,597.646,441.651,269.667,281.821,357.354,466.792,338.834,304.047,210.382,383.293,322.336,227.35,299.359,220.236,316.144,431.699,319.703,454.873,294.607,317.582,324.807,303.669,224.662,293.292,565.798,382.51,253.515,227.658,471.669,213.935,274.848,266.416,416.955,355.139,280.353,299.69,343.347,328.343,296.74,204.354,379.778,617.28,301.411,400.323,287.41,299.494,338.911,276.774,318.07,525.035,434.521,366.092,200.224,379.965,243.714,392.088,346.908,153.829,398.23,235.014,487.733,344.577,275.781,547.161,308.057,395.148,222.625,347.72,403.242,295.772,172.589,359.91,396.358,277.869,154.059,162.028,220.757,287.075,234.314,327.805,230.001,292.893,250.456,227.085,241.792,290.178,254.603,245.007,295.619,349.087,298.279,449.348,516.303,386.197,449.611,229.294,161.003,373.233,481.021,288.697,230.261,249.04,208.868,204.889,298.447,214.759,388.34,453.149,194.916,314.113,247.604,314.947,259.341,373.254,232.182,383.932,217.734
205478_at,turquoise,64.23786565,54.22335533,10.01451032,PPP1R1A,5502,0.901,1.08,0.619,1.89,0.285,0.256,0.614,0.365,1.03,0.265,683.452,101.187,341.014,472.118,168.714,675.418,527.995,24.6827,215.179,249.422,377.627,106.062,142.573,177.022,157.279,91.9326,376.826,24.6827,24.6827,50.6361,24.6827,1163.81,51.3533,24.6827,255.035,24.6827,24.6827,24.6827,24.6827,83.7094,53.6981,24.6827,463.01,24.6827,390.894,24.6827,24.6827,232.529,642.121,936.242,381.534,97.8013,901.948,198.502,118.703,24.6827,54.3788,365.822,260.707,24.6827,213.482,24.6827,492.005,49.249,24.6827,44.7947,44.7048,15.977,15.977,20.1202,15.977,26.299,438.678,57.043,15.977,15.977,15.977,668.423,43.8229,15.977,472.028,15.977,34.3476,1020.88,471.282,15.977,15.977,448.101,15.977,238.168,15.977,174.037,15.977,825.907,106.833,118.231,24.1402,15.977,327.296,15.977,187.27,15.977,186.47,131.658,15.977,15.977,15.977,16.3332,56.3473,112.559,164.399,15.977,15.977,57.4878,15.977,127.648,237.025,15.977,44.4178,16.7298,15.977,177.883,15.977,15.977,15.977,22.6782,15.977,76.0038,25.3591,310.137
205479_s_at,grey,91.76261101,41.08819563,50.67441538,PLAU,5328,0.675,0.951,0.544,1.66,0.285,0.27,1.55,0.925,2.6,0.264,50.3329,420.9,151.048,1038.69,526.517,34.6593,41.5454,91.2338,454.406,147.46,78.3803,106.395,33.6362,219.803,115.454,93.7511,74.2401,157.399,1022.87,185.851,114.283,65.5648,935.652,1320.81,121.872,587.805,318.772,609.224,212.85,183.349,141.429,1285.12,71.5011,590.152,138.543,725.185,683.859,50.033,527.39,100.92,100.962,116.324,24.6827,100.733,57.9633,216.361,80.2069,154.223,168.819,307.903,68.0322,299.778,638.09,91.4683,467.396,98.0913,538.78,451.562,540.905,214.772,137.845,334.448,20.344,845.204,328.774,121.615,663.242,43.7769,90.5189,53.5698,25.0997,912.689,778.109,155.255,112.222,171.98,50.1617,33.2125,316.974,40.0049,573.099,22.8781,1778.57,28.2203,162.346,36.9169,865.213,122.039,125.918,1788.09,35.8774,922.549,91.8466,57.9988,142.936,169.704,189.069,312.739,47.4693,22.0499,73.4444,354.322,331.551,118.911,1043.21,722.1,100.826,1967.46,63.54,754.695,1410.6,135.644,360.955,181.131,588.186,613.541,458.59,561.067,848.078,22.3364
205480_s_at,turquoise,37.07805047,32.106655,4.971395473,UGP2,7360,0.000689,2.08,1.18,3.67,0.289,0.866,0.876,0.527,1.46,0.259,1592.83,1183.21,950.981,1841.13,1450.01,1810.76,1509.04,1434.84,1247.16,1187.58,971.172,1314.99,1012.15,1577.99,1953,847.39,1610.88,866.784,1418.22,1102.84,985.017,1161.02,1363.33,1382.59,1753.84,1546.13,1217.58,1384.73,1434.59,1930.42,1756.6,1365.63,1449.13,1879.83,1822,1865.53,959.865,1754.91,1655.95,2294.69,1876.17,1006.99,2630.03,973.823,921.758,1139.04,737.741,663.689,675.054,1128.39,342.967,971.224,921.528,744.564,1145.9,981.047,741.945,1472.83,2038.1,875.205,685.072,1245.84,1791.42,1766.48,819.897,1125.19,1150.64,1991.68,580.909,1459.19,2484.74,1063.87,1266.33,2557.04,1810.22,881.478,1288.98,1542.34,1019.1,2392.29,1125.68,1128.16,676.354,3182.75,1304.85,917.898,1838.08,829.806,2183.49,1584.07,3244.68,1451.6,670.605,632.529,1402.05,1103.05,692.368,1309.41,1493.12,1495.64,1749.35,1502.13,1414.21,1125.11,1376.82,1614.29,1813.51,1369.2,1064.02,1276.22,1370.35,1588.09,1450.86,1969.41,1735.5,1710.25,1678.84,1371.63,1175.73,1338.33
205489_at,turquoise,237.9795185,220.4056306,17.57388788,CRYM,1428,0.275,1.69,0.961,2.98,0.288,0.784,0.929,0.56,1.54,0.258,1942.34,44.5729,127.381,618.314,236.325,1866.38,840.721,130.097,180.614,349.844,471.424,334.596,377.747,589.113,594.642,114.904,871.295,90.936,141.856,105.803,282.012,641.52,53.2349,97.9129,1058.39,55.8749,120.028,43.9997,340.929,649.434,454.072,80.1527,1464.29,48.0137,1228.65,65.8149,88.5694,1118.62,741.697,2217.71,2023.81,83.4487,2054.12,92.2056,67.2636,87.5023,92.3077,88.6239,57.6121,290.901,40.711,216.576,50.3386,37.1384,50.8507,339.395,33.2925,34.5449,195.241,43.2431,79.8407,120.822,1777.17,32.0558,47.6387,45.2772,26.8835,2241.55,19.6831,51.3075,1528.69,64.71,20.7398,1567.22,58.0976,183.567,228.613,624.605,23.0008,77.1856,47.1016,639.153,15.977,2053.09,142.945,191.961,269.458,146.359,1327.06,60.2675,76.589,62.7993,45.5082,158.951,94.3904,107.896,53.4964,86.0041,184.413,1059.13,449.043,23.9723,15.977,102.924,110.005,492.805,409.975,36.0595,183.161,39.3117,47.6828,1032.59,44.37,78.2869,67.7978,68.5869,29.1423,93.592,69.2602,287.296
205499_at,blue,35.17991623,16.05909453,19.1208217,SRPUL,27286,0.475,1.06,0.603,1.86,0.287,0.203,1.27,0.758,2.13,0.263,24.6827,218.078,63.0476,166.117,175.193,24.6827,24.6827,460.52,129.361,24.6865,29.0927,49.7841,31.5946,48.499,61.3325,24.6827,24.6827,192.26,312.705,98.562,115.256,24.6827,127.013,208.998,55.7006,140.929,135.892,187.481,65.4884,329.436,33.4881,1218.07,30.6835,557.515,40.6324,251.948,572.969,27.1106,65.7703,25.056,32.5271,57.4352,31.9579,70.1992,24.6827,172.081,34.3617,24.6827,32.3993,60.8212,24.6827,173.841,312.936,39.719,316.137,196.05,89.6344,377.452,583.126,798.687,37.7161,462.632,15.977,123.585,168.073,153.865,1627.68,15.977,27.1243,41.2501,15.977,517.7,369.904,15.977,15.977,95.3685,56.7256,15.977,46.114,15.977,30.7162,19.4429,76.3088,20.3755,69.5489,42.7059,378.899,142.92,412.519,1279.51,40.8306,379.105,49.1408,18.6355,140.047,37.275,199.928,69.4503,46.6363,27.96,29.1318,808.65,251.988,48.3407,95.7033,99.3492,58.8288,535.577,249.107,474.69,262.503,44.6899,298.059,301.323,297.523,337.46,369.178,216.898,355.588,15.977
205508_at,turquoise,121.7814591,103.1174843,18.66397475,SCN1B,6324,0.11,1.63,0.927,2.86,0.288,0.994,0.758,0.455,1.26,0.26,1103.63,350.7,580.972,683.411,430.438,919.943,445.595,127.975,334.041,400.303,608.758,474.315,185.983,741.748,1432.54,266.883,765.578,187.521,199.369,211.014,417.521,200.878,224.495,221.066,481.241,132.723,147.047,544.05,234.177,818.032,503.582,319.429,772.596,265.625,806.891,324.073,304.063,680.851,275.864,1074.5,735.67,290.954,1392.96,254.014,169.305,368.838,289.449,273.283,382.244,341.844,100.941,116.298,248.487,225.533,498.734,87.2969,94.7963,59.3108,73.0444,58.3952,99.9896,93.5826,196.256,57.8204,180.444,90.9018,164.865,458.995,64.2213,51.8753,317.131,98.3801,66.1829,503.165,82.7033,85.5225,76.1823,118.391,56.942,73.6755,39.0838,45.6543,51.8004,350.892,70.6413,67.0012,91.217,73.6825,218.075,71.3676,88.4525,80.0183,74.9002,125.867,102.444,121.664,84.7593,100.894,101.088,169.304,363.895,162.776,152.392,100.742,64.5621,182.841,337.153,52.3221,58.2878,72.3945,234.796,276.909,125.823,101.001,210.276,180.982,104.72,68.8432,157.432,205.339
205510_s_at,turquoise,32.65453435,21.71522257,10.93931178,FLJ10038,55056,0.612,0.722,0.414,1.26,0.284,0.987,0.972,0.585,1.62,0.259,272.459,210.55,203.495,224.823,284.599,352.216,278.69,176.913,243.484,186.495,426.863,268.224,207.776,207.64,178.615,298.81,213.404,234.774,157.674,219.329,200.287,209.723,225.941,187.244,187.909,177.48,178.231,145.308,246.295,189.972,237.681,202.641,303.941,166.545,180.79,157.625,290.081,248.934,280.921,440.313,501.355,172.956,391.628,340.991,267.358,235.83,290.894,115.748,167.824,195.31,354.572,196.425,233.995,270.298,233.712,278.207,129.424,183.115,154.497,232.639,249.012,88.7871,241.198,133.31,207.681,155.542,111.359,261.862,118.833,131.712,239.129,187.643,134.5,175.88,156.46,131.576,111.834,247.353,283.198,174.318,145.45,155.381,308.598,191.086,133.031,116.668,150.162,146.131,147.366,71.8637,340.218,211.136,392.147,321.57,175.942,292.338,96.1861,264.862,54.0422,205.957,160.374,106.482,77.348,195.463,137.803,134.496,163.002,104.828,110.133,85.2638,115.129,156.209,226.124,124.966,128.427,135.166,165.083,174.091,155.252,144.091
205514_at,grey,18.54089677,4.587496393,13.95340038,ZNF415,55786,0.313,1.16,0.662,2.02,0.285,0.349,1.11,0.672,1.84,0.257,218.807,219.79,224.434,161.221,252.962,281.67,208.973,102.759,249.682,163.509,220.507,110.414,178.842,333.023,215.903,184.796,332.357,118.018,86.0441,186.181,146.305,230.584,129.113,33.4036,198.044,206.514,335.641,82.9239,194.983,92.74,113.721,80.6181,378.331,262.432,186.279,250.033,233.993,280.654,254.987,403.215,356.607,174.202,201.952,205.327,183.771,176.424,217.138,212.088,192.578,117.414,143.645,329.465,152.279,165.765,172.192,302.226,211.28,170.967,147.115,192.409,109.575,169.227,220.823,105.908,177.412,154.952,136.873,211.965,42.487,39.5148,209.57,174.989,256.077,191.208,152.81,151.309,133.445,159.105,112.708,228.431,148.909,142.66,158.068,302.56,170.105,139.624,157.264,58.8313,149.918,103.194,161.225,144.709,187.498,180.423,82.6421,173.678,163.851,171.704,199.657,144.978,179.053,90.6824,145.225,162.571,143.215,103.698,108.694,375.326,168.581,134.563,99.3474,116.526,243.67,181.095,151.373,220.902,163.238,349.606,136.973,208.722
205525_at,grey,31.34148403,11.87559808,19.46588595,CALD1,800,0.532,1.08,0.615,1.89,0.286,0.0819,2.04,1.21,3.44,0.267,111.558,267.063,163.86,208.917,305.67,95.0778,136.271,163.317,241.1,173.076,265.486,156.203,170.144,115.894,113.908,178.545,104.454,123.888,458.725,366.089,224.925,201.122,268.064,291.12,139.272,110.004,198.257,268.676,169.042,110.707,100.3,359.036,99.0392,139.513,85.8866,215.025,193.443,103.435,114.903,70.2694,117.003,192.169,91.5813,164.369,227.84,214.678,252.107,188.625,109.95,116.754,177.207,215.603,165.213,132.505,209.702,102.873,155.898,249.701,156.293,193.099,77.9885,113.502,86.0436,186.65,197.855,183.726,283.576,82.5172,157.051,150.508,106.399,228.686,169.164,64.121,170.526,103.442,207.455,90.0823,186.649,174.026,96.272,99.075,144.882,61.0327,183.339,162.204,153.197,125.301,127.234,224.168,96.342,167.697,97.2957,132.63,142.592,99.9205,124.637,165.597,151.223,99.6539,61.7688,122.385,140.878,136.066,165.816,149.201,73.1039,385.116,147.852,371.106,203.144,121.929,315.198,235.453,235.214,195.299,200.89,371.374,352.111,101.44
205531_s_at,turquoise,254.6236815,234.9823582,19.64132334,GLS2,27165,0.273,2.15,1.21,3.81,0.292,0.827,1.03,0.624,1.71,0.257,277.722,24.6827,53.144,99.1897,75.4257,275.812,140.014,72.2185,39.1061,37.7946,93.071,37.4697,48.505,94.806,234.914,53.373,130.956,33.8111,31.8919,26.3334,47.9353,49.6196,36.5781,26.6849,107.404,38.0044,37.6009,29.6702,43.4139,95.7056,50.9339,24.6827,195.523,32.6107,193.477,28.4667,34.6092,188.729,86.6803,370.773,235.676,41.5595,434.787,38.2054,24.6827,35.3276,36.2084,40.9994,24.6827,33.1187,39.3017,28.2188,24.6827,28.1358,40.0541,29.4418,21.3479,24.8878,34.2089,15.977,30.8116,30.5715,285.667,29.1054,30.241,26.3133,28.298,431.086,15.977,54.973,415.521,24.9675,34.7586,324.056,25.1182,32.7636,43.6676,108.667,15.977,24.5008,28.271,15.977,22.711,318.778,31.6274,18.5718,53.2354,21.1896,146.942,18.0963,15.977,30.3104,25.6045,32.4395,43.2218,31.1252,35.1016,30.978,49.5626,94.4096,175.978,30.7425,28.6965,38.6862,35.4214,55.3805,220.979,33.8779,35.9351,43.1527,27.7644,169.484,37.4398,25.0097,38.6205,50.0117,40.0136,28.4426,35.403,80.0045
205542_at,grey,27.43565244,16.56865432,10.86699812,STEAP,26872,0.146,1.58,0.892,2.78,0.29,0.778,1.06,0.639,1.75,0.257,109.357,113.62,125.243,308.38,195.744,102.41,105.013,244.937,165.084,135.702,118.252,112.188,85.447,95.919,106.823,89.987,127.542,318.791,529.531,101.067,143.553,116.396,235.253,585.854,157.613,192.423,189.944,217.45,132.935,109.254,96.8197,611.247,101.709,197.419,110.606,236.659,299.35,341.654,157.846,177.818,148.736,148.985,114.286,117.025,137.329,176.864,99.2941,195.19,95.1331,124.728,108.209,173.347,189.631,70.6354,144.46,186.063,63.8671,245.551,268.272,137.252,198.567,144.311,135.348,122.222,151.281,179.542,485.433,106.089,73.2942,45.0591,92.599,210.457,173.659,108.219,267.091,63.9592,77.5309,84.3536,62.9432,90.8565,47.7493,31.4351,75.5268,108.361,63.493,119.618,197.001,81.2601,169.805,301.436,213.983,250.605,138.405,95.0539,134.352,58.0298,322.28,95.5391,98.5398,82.4016,107.43,250.552,97.519,74.5594,113.539,101.75,100.146,130.031,127.756,428.23,64.5505,95.2763,98.3699,188.699,143.797,123.763,226.478,179.142,240.705,52.0932
205546_s_at,turquoise,41.42582941,28.56617285,12.85965656,TYK2,7297,0.386,0.868,0.497,1.52,0.285,0.543,1.06,0.634,1.77,0.262,333.477,838.775,665.152,551.056,678.612,451.994,483.343,666.821,552.406,707.421,520.888,637.452,685.007,700.657,370.709,388.342,473.344,737.959,708.831,670.204,762.453,557.841,584.497,814.427,514.506,914.387,1086.99,744.906,764.131,463.19,444.429,550.243,304.447,463.529,309.51,573.953,717.363,462.037,484.472,336.108,466.171,638.324,357.864,677.108,414.102,803.227,619.998,675.321,602.375,704.554,394.274,817.974,629.733,684.826,883.885,645.212,647.001,466.924,450.279,649.084,582.465,482.544,337.646,504.111,1106.25,734.073,638.599,447.071,741.638,427.66,374.415,694.214,635.281,453.803,494.238,787.779,543.902,456.625,383.445,460.281,440.929,297.64,428.241,235.305,750.704,464.987,466.64,611.212,509.369,452.739,393.927,579.089,487.393,530.083,1285.91,618.109,787.865,526.169,917.941,574.334,1168.32,686.085,1050.86,875.54,713.21,663.391,479.024,959.697,321.067,1017.47,645.986,632.42,1062.05,649.502,616.74,778.43,773.59,1182.73,978.366,564.084
205547_s_at,blue,37.18344884,23.1715871,14.01186174,TAGLN,6876,0.722,1.52,0.858,2.69,0.292,0.0431,1.48,0.881,2.5,0.266,368.574,526.234,449.878,2646.27,1854.51,101.943,319.061,248.146,815.745,198.752,156.162,518.435,168.48,681.677,1141.86,244.538,212.56,162.376,652.626,1828.84,439.404,231.7,2527.04,3152.19,475.73,567.971,519.046,4058.38,278.621,829.578,247.245,972.859,494.856,2274.14,118.443,1332.82,2499.52,143.605,796.204,289.262,585.129,599.281,722.383,441.648,226.211,1110.68,246.248,312.642,253.086,1157.8,138.936,196.681,345.312,193.583,3515.4,1001.24,363.91,3562.12,784.679,129.197,237.634,1873.72,124.031,1038.77,737.93,1054.68,543.494,498.249,368.973,366.804,288.93,1987.38,1434.95,754.177,563.336,1118.6,155.35,106.322,215.55,228.503,126.099,57.7062,187.764,273.839,951.876,117.627,890.63,357.655,1202.68,151.604,286.681,868.265,167.239,242.287,436.062,387.225,176.725,1597.04,161.041,754.26,258.263,535.169,276.298,1104.44,3188.71,2073.66,1442.34,3666.63,226.939,652.659,845.678,438.793,3091.58,509.146,3564.13,1907.29,3383.47,1470.5,2267.41,284.589
205548_s_at,grey,19.54353983,6.194630561,13.34890927,BTG3,10950,0.727,1.26,0.718,2.22,0.288,0.424,1.42,0.855,2.36,0.259,232.178,983.253,460.489,533.872,757.117,350.524,294.651,609.977,534.419,390.174,501.254,1006.51,435.124,543.596,264.731,754.961,330.522,810.839,605.001,865.987,1175.25,725.584,765.329,1567.21,483.487,972.15,573.665,367.628,1015.24,859.237,1248.35,1423.64,397.13,697.894,247.064,552.748,460.191,461.237,1014.19,327.254,678.302,633.171,358.6,876.335,822.832,787.794,554.086,643.85,532.841,523.735,443.16,772.41,703.501,940.687,659.881,772.366,542.619,641.14,1049.66,733.591,520.544,878.466,152.839,1300.4,707.467,606.305,764.852,227.185,875.877,1067.61,325.631,739.623,456.027,235.383,868.509,855.977,957.11,203.645,1228.2,1033.76,1394.17,453.541,678.741,312.078,622.646,629.758,1049.87,1155.78,606.385,1927.63,880.558,1271.98,667.617,416.811,1458.04,443.589,865.349,845.732,560.604,1052.73,237.947,656.963,1276.9,446.401,1109.24,580.694,273.748,926.638,1381.86,728.471,588.934,321.268,862.72,680.93,691.398,1110.54,685.324,819.339,747.862,240.076
205549_at,turquoise,43.76231088,36.87343178,6.888879095,PCP4,5121,0.0375,1.93,1.09,3.41,0.29,0.777,0.759,0.454,1.27,0.262,417.941,111.626,306.395,135.397,487.003,369.955,512.2,24.6827,86.3599,274.807,628.688,164.968,88.0459,274.748,455.112,353.926,250.76,24.6827,24.6827,272.495,366.264,190.327,569.433,451.197,200.607,45.9988,55.2995,57.7835,94.7952,220.211,131.288,24.6827,567.52,24.6827,430.854,41.1768,24.6827,332.013,717.378,907.039,532.413,221.796,731.111,35.4528,57.1301,67.0464,44.7813,493.093,46.498,32.1818,24.6827,24.6827,47.2185,54.8385,302.364,203.416,77.9574,15.977,57.0403,255.969,15.977,15.977,448.831,83.5941,15.977,51.5956,15.977,473.062,89.9706,15.977,419.022,18.5378,70.8507,654.005,244.244,138.482,92.7923,153.011,15.977,27.7543,76.7159,65.2787,32.2718,372.628,858.865,51.8184,60.5379,44.7113,457.486,24.4726,15.977,42.3957,964.71,425.796,57.1276,85.5387,15.977,54.5653,142.184,101.549,480.599,15.977,20.4676,76.5983,466.562,118.889,403.653,33.3153,15.977,32.2254,48.7959,256.361,75.5966,35.4361,43.3424,84.4605,232.328,84.1651,258.531,515.687
205551_at,turquoise,261.8447926,241.2087462,20.63604645,SV2B,9899,0.0913,2.19,1.22,3.95,0.3,0.752,0.74,0.44,1.24,0.265,1391.74,117.176,257.655,570.734,229.289,1567.74,804.786,216.354,252.819,368.849,501.96,306.391,701.095,771.813,886.802,209.113,1047.81,137.657,137.966,132.022,304.062,528.981,250.55,208.527,1019.8,157.671,237.944,184.023,235.677,628.125,358.858,128.089,2071.23,173.579,1618.69,167.332,376.514,1452.9,830.347,2413.95,1820.23,145.539,2836.37,154.006,132.712,180.125,178.458,168.554,163.442,155.683,95.098,90.5208,165.72,162.455,138.976,123.678,119.756,96.8067,222.675,91.4675,138.509,192.146,2698.43,136.274,103.17,111.424,84.3169,2448.89,65.9493,83.7867,2030.8,91.6234,105.012,1636.18,224.836,322.147,296.391,840.735,91.9167,124.72,77.3068,449.332,93.8227,2574.13,205.674,272.251,317.018,232.615,1247.23,219.732,112.97,116.962,154.429,250.91,99.3133,213.584,167.192,143.613,236.089,716.365,655.192,171.471,129.555,201.955,257.095,415.01,806.153,115.018,207.864,177.889,183.121,1086.29,186.053,169.617,284.196,178.574,161.477,172.013,179.19,531.133
205554_s_at,blue,20.21288491,19.23002872,0.982856194,DNASE1L3,1776,0.643,0.541,0.307,0.955,0.29,0.513,1.88,1.09,3.22,0.275,99.3242,67.1435,109.78,178.015,75.2708,56.6329,93.0403,118.9,73.7406,89.3834,81.9388,72.0973,72.5775,49.9284,73.0451,88.9451,55.1953,86.7361,78.4388,143.334,101.334,98.7548,104.615,96.8255,74.9097,97.8775,98.0608,786.915,49.3796,57.5011,30.3953,57.7609,66.9071,69.6659,72.1981,65.5549,54.9025,77.5157,52.5405,51.2676,57.3564,67.7995,54.9169,92.1629,85.3001,94.7125,93.4065,79.7783,74.7011,78.5538,123.114,91.7002,60.6101,77.9342,74.4556,59.9486,61.911,57.8394,95.1291,73.1406,139.409,40.3413,75.8425,72.4581,76.8301,89.0904,54.5315,51.5921,57.8179,56.7367,52.0648,77.8339,40.154,42.341,41.4004,51.67,51.557,51.7684,47.2173,44.2691,47.1591,22.7515,55.6411,27.4886,65.3598,52.8964,46.1851,55.976,49.2813,57.2766,72.7138,77.0071,403.711,665.016,47.1754,79.764,95.9104,65.0769,22.3071,32.7493,50.8591,47.3473,34.1238,46.154,44.6303,53.2122,39.6423,64.9891,39.2714,37.0569,22.697,70.3536,55.1718,56.5533,48.7715,52.5877,83.6249,69.558,49.4907,55.0277
205557_at,grey,15.58113274,12.4014526,3.179680139,BPI,671,0.386,1.11,0.636,1.94,0.285,0.628,1.02,0.618,1.69,0.257,321.834,233.483,224.913,212.309,233.261,153.666,242.577,282.02,278.646,256.629,278.19,292.354,245.229,243.316,270.879,310.436,235.208,317.702,670.612,327.29,312.236,308.882,325.006,354.694,330.8,397.041,329.959,357.584,254.234,316.17,329.228,412.453,264.423,407.45,240.827,250.485,272.496,319.963,237.848,269.287,258.83,308.757,296.738,309.541,249.372,284.06,274.873,286.976,272.053,314.285,274.804,316.211,337.106,273.972,367.022,241.417,197.765,299.872,259.91,221.434,321.643,268.576,258.139,398.88,272.168,343.696,283.158,235.693,175.383,172.52,180.843,302.329,239.188,164.087,246.344,218.414,234.229,234.299,237.483,294.965,182.09,165.966,204.816,168.251,192.857,269.244,332.725,236.297,222.942,359.203,210.796,274.765,271.349,239.288,182.757,219.224,239.141,232.562,137.035,143.52,346.553,366.83,168.212,143.866,228.127,235.082,205.025,159.354,273.132,242.857,158.638,232.721,254.79,241.981,321.268,249.805,319.277,267.218,231.909,242.217
205567_at,turquoise,152.3049158,138.636378,13.66853778,CHST1,8534,0.387,1.74,0.982,3.08,0.291,0.922,1.11,0.672,1.85,0.258,1381.96,460.467,532.893,757.967,432.759,1438.72,1047.01,466.345,498.033,548.695,642.785,474.899,513.118,635.447,772.347,421.907,795.091,408.876,451.845,417.851,427.628,1036.8,433.875,430.525,781.555,771.037,497.304,416.107,483.898,620.597,608.585,459.003,1188.2,824.607,950.719,514,751.643,748.274,747.44,1617.05,941.194,515.93,1462.74,450.246,588.887,454.321,399.781,563.783,554.526,495.817,329.692,449.885,443.297,404.796,531.35,449.635,419.908,767.891,801.796,274.12,425.58,690.012,1252.04,414.324,567.042,480.408,318.385,1643.45,765.478,246.989,1427.55,673.362,369.527,1381.76,427.861,484.878,689.175,1020.41,374.932,491.361,288.655,793.522,354.71,2059.05,537.966,628.095,700.614,472.513,1133.24,767.714,447.267,522.803,325.276,491.004,421.044,435.085,444.513,506.022,734.064,885.867,634.072,704.325,437.253,622.221,587.043,676.88,864.021,345.358,396.858,477.707,269.829,835.551,477.455,477.486,596.147,512.992,436.754,411.083,584.395,666.44
